uuid	gene_curie	gene_symbol	disease_curie	disease_title	disease_original_curie	disease_original_title	classification_curie	classification_title	moi_curie	moi_title	submitter_curie	submitter_title	submitted_as_hgnc_id	submitted_as_hgnc_symbol	submitted_as_disease_id	submitted_as_disease_name	submitted_as_moi_id	submitted_as_moi_name	submitted_as_submitter_id	submitted_as_submitter_name	submitted_as_classification_id	submitted_as_classification_name	submitted_as_date	submitted_as_public_report_url	submitted_as_notes	submitted_as_pmids	submitted_as_assertion_criteria_url	submitted_as_submission_id	submitted_run_date
GENCC_000102-HGNC_7459-MONDO_0009723-HP_0001427-GENCC_100001	HGNC:7459	MT-ND4	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7459	MT-ND4	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100001	Definitive	2021-05-17 04:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f05be3e5-352f-49a5-84af-8846d6839373-2021-05-17T040000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	f05be3e5-352f-49a5-84af-8846d6839373	2023-01-16
GENCC_000102-HGNC_7461-MONDO_0009723-HP_0001427-GENCC_100001	HGNC:7461	MT-ND5	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7461	MT-ND5	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100001	Definitive	2021-06-14 15:55:37	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e941d385-716f-4264-8f24-ffe3022579e2-2021-06-14T155537.548Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	e941d385-716f-4264-8f24-ffe3022579e2	2023-01-16
GENCC_000102-HGNC_7462-MONDO_0009723-HP_0001427-GENCC_100001	HGNC:7462	MT-ND6	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7462	MT-ND6	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100001	Definitive	2021-05-17 04:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_836f975f-27f5-47c9-a58e-35089b6b39e6-2021-05-17T040000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	836f975f-27f5-47c9-a58e-35089b6b39e6	2023-01-16
GENCC_000102-HGNC_7488-MONDO_0009723-HP_0001427-GENCC_100004	HGNC:7488	MT-TI	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7488	MT-TI	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100004	Limited	2021-02-03 05:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_69991755-b62f-42aa-bbe3-30ac10e4311d-2021-02-03T050000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	69991755-b62f-42aa-bbe3-30ac10e4311d	2023-01-16
GENCC_000102-HGNC_7489-MONDO_0009723-HP_0001427-GENCC_100001	HGNC:7489	MT-TK	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7489	MT-TK	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100001	Definitive	2021-06-28 15:55:37	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3f237644-83f5-412e-9bfa-01fbd280c15a-2021-06-28T155537.306Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	3f237644-83f5-412e-9bfa-01fbd280c15a	2023-01-16
GENCC_000102-HGNC_7490-MONDO_0009723-HP_0001427-GENCC_100004	HGNC:7490	MT-TL1	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7490	MT-TL1	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100004	Limited	2021-06-28 15:47:10	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_efef782a-88db-470d-9687-23629c75e05a-2021-06-28T154710.419Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	efef782a-88db-470d-9687-23629c75e05a	2023-01-16
GENCC_000102-HGNC_7491-MONDO_0009723-HP_0001427-GENCC_100005	HGNC:7491	MT-TL2	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100005	Disputed Evidence	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7491	MT-TL2	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100005	Disputed	2021-04-14 04:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8cee9c77-e47a-4b2f-8029-b1da28799df6-2021-04-14T040000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	8cee9c77-e47a-4b2f-8029-b1da28799df6	2023-01-16
GENCC_000102-HGNC_7500-MONDO_0009723-HP_0001427-GENCC_100003	HGNC:7500	MT-TV	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7500	MT-TV	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100003	Moderate	2021-04-14 04:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_42f2fc91-c26d-416c-8d93-448e4a52983b-2021-04-14T040000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	42f2fc91-c26d-416c-8d93-448e4a52983b	2023-01-16
GENCC_000102-HGNC_7501-MONDO_0009723-HP_0001427-GENCC_100004	HGNC:7501	MT-TW	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	HGNC:7501	MT-TW	MONDO:0009723	Leigh syndrome	HP:0001427	Mitochondrial	GENCC:000102	ClinGen	GENCC:100004	Limited	2021-06-28 15:05:50	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3dc54202-27f3-4bf4-883f-5273a49dcb70-2021-06-28T150550.120Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	3dc54202-27f3-4bf4-883f-5273a49dcb70	2023-01-16
GENCC_000102-HGNC_29666-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:29666	MTFMT	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:29666	MTFMT	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2020-03-19 19:45:17	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0e7a00ee-ef09-443f-9d66-03128e1fb225-2020-03-19T194517.723Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	0e7a00ee-ef09-443f-9d66-03128e1fb225	2023-01-16
GENCC_000102-HGNC_26784-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:26784	MTRFR	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:26784	MTRFR	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2021-04-01 17:45:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_78f97463-d8b2-411a-9292-1908646dac77-2021-04-01T174500.572Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	78f97463-d8b2-411a-9292-1908646dac77	2023-01-16
GENCC_000102-HGNC_7527-MONDO_0016419-HP_0000006-GENCC_100008	HGNC:7527	MUTYH	MONDO:0016419	hereditary breast carcinoma	MONDO:0016419	hereditary breast carcinoma	GENCC:100008	No Known Disease Relationship	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:7527	MUTYH	MONDO:0016419	hereditary breast carcinoma	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100008	No Known Disease Relationship	2017-05-25 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9902	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	9902	2023-01-16
GENCC_000102-HGNC_7527-MONDO_0016419-HP_0000007-GENCC_100008	HGNC:7527	MUTYH	MONDO:0016419	hereditary breast carcinoma	MONDO:0016419	hereditary breast carcinoma	GENCC:100008	No Known Disease Relationship	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7527	MUTYH	MONDO:0016419	hereditary breast carcinoma	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100008	No Known Disease Relationship	2017-05-24 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9904	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	9904	2023-01-16
GENCC_000102-HGNC_7569-MONDO_0019625-HP_0000006-GENCC_100001	HGNC:7569	MYH11	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:7569	MYH11	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100001	Definitive	2016-07-03 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8252	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	8252	2023-01-16
GENCC_000102-HGNC_7590-MONDO_0019625-HP_0000006-GENCC_100002	HGNC:7590	MYLK	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	GENCC:100002	Strong	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:7590	MYLK	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100002	Strong	2016-12-18 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8257	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	8257	2023-01-16
GENCC_000102-HGNC_26274-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:26274	NARS2	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:26274	NARS2	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2019-12-19 19:07:22	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8874861d-9d28-440d-a751-54c22df0d4ad-2019-12-19T190722.572Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	8874861d-9d28-440d-a751-54c22df0d4ad	2023-01-16
GENCC_000102-HGNC_18453-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:18453	NAXE	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:18453	NAXE	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2021-04-09 14:21:30	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a062b287-a561-4c3e-942a-3379dee307c8-2021-04-09T142130.880Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	a062b287-a561-4c3e-942a-3379dee307c8	2023-01-16
GENCC_000102-HGNC_7652-MONDO_0016419-HP_0000006-GENCC_100004	HGNC:7652	NBN	MONDO:0016419	hereditary breast carcinoma	MONDO:0016419	hereditary breast carcinoma	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:7652	NBN	MONDO:0016419	hereditary breast carcinoma	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100004	Limited	2017-09-27 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9906	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	9906	2023-01-16
GENCC_000102-HGNC_7683-MONDO_0009723-HP_0001417-GENCC_100003	HGNC:7683	NDUFA1	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0001417	X-linked	GENCC:000102	ClinGen	HGNC:7683	NDUFA1	MONDO:0009723	Leigh syndrome	HP:0001417	X-linked	GENCC:000102	ClinGen	GENCC:100003	Moderate	2019-05-20 18:48:47	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_497170a6-a042-46cb-9809-3c3094fcd05e-2019-05-20T184847.372Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	497170a6-a042-46cb-9809-3c3094fcd05e	2023-01-16
GENCC_000102-HGNC_7684-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:7684	NDUFA10	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7684	NDUFA10	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2019-11-25 16:20:49	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e40eec3c-0ce0-442e-9058-6bf4d90d6dc3-2019-11-25T162049.949Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	e40eec3c-0ce0-442e-9058-6bf4d90d6dc3	2023-01-16
GENCC_000102-HGNC_23987-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:23987	NDUFA12	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:23987	NDUFA12	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2019-11-25 16:08:15	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_81f38f43-5e0c-4cb8-9be8-091f2c8a2c71-2019-11-25T160815.348Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	81f38f43-5e0c-4cb8-9be8-091f2c8a2c71	2023-01-16
GENCC_000102-HGNC_17194-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:17194	NDUFA13	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:17194	NDUFA13	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2021-01-21 00:54:11	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0bc56951-c454-4e79-95f3-7ffda20482b7-2021-01-21T005411.435Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	0bc56951-c454-4e79-95f3-7ffda20482b7	2023-01-16
GENCC_000102-HGNC_7685-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:7685	NDUFA2	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7685	NDUFA2	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2019-05-20 19:06:23	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3f40eb04-1cc3-477c-ab0a-c8162958fd4f-2019-05-20T190623.871Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	3f40eb04-1cc3-477c-ab0a-c8162958fd4f	2023-01-16
GENCC_000102-HGNC_7687-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:7687	NDUFA4	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7687	NDUFA4	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2021-01-14 21:44:39	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2854d105-0d20-4a19-9dee-d7aa6a60ed99-2021-01-14T214439.481Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	2854d105-0d20-4a19-9dee-d7aa6a60ed99	2023-01-16
GENCC_000102-HGNC_7693-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:7693	NDUFA9	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7693	NDUFA9	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2019-11-25 16:28:51	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_87c6c5c5-7bf7-4bd2-94f0-2d529a512e74-2019-11-25T162851.567Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	87c6c5c5-7bf7-4bd2-94f0-2d529a512e74	2023-01-16
GENCC_000102-HGNC_28086-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:28086	NDUFAF2	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:28086	NDUFAF2	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2020-11-23 19:36:34	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7c26c06d-17dc-4783-8145-5de35c9a73f5-2020-11-23T193634.959Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	7c26c06d-17dc-4783-8145-5de35c9a73f5	2023-01-16
GENCC_000102-HGNC_21034-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:21034	NDUFAF4	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:21034	NDUFAF4	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2020-02-12 19:47:34	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2df4e73b-a8a5-4ce2-bab6-2be732d3c542-2020-02-12T194734.160Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	2df4e73b-a8a5-4ce2-bab6-2be732d3c542	2023-01-16
GENCC_000102-HGNC_15899-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:15899	NDUFAF5	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:15899	NDUFAF5	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2021-04-09 13:52:36	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_55a2c102-f05d-4ff1-9527-3a55fb3f00c3-2021-04-09T135236.631Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	55a2c102-f05d-4ff1-9527-3a55fb3f00c3	2023-01-16
GENCC_000102-HGNC_28625-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:28625	NDUFAF6	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:28625	NDUFAF6	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2020-11-23 19:42:12	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f7b6ace1-5b89-41c7-83a6-d6f37826d8c5-2020-11-23T194212.660Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	f7b6ace1-5b89-41c7-83a6-d6f37826d8c5	2023-01-16
GENCC_000102-HGNC_33551-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:33551	NDUFAF8	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:33551	NDUFAF8	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2021-04-01 19:58:56	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3459bec0-88a8-463b-a135-54670357137a-2021-04-01T195856.777Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	3459bec0-88a8-463b-a135-54670357137a	2023-01-16
GENCC_000102-HGNC_7703-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:7703	NDUFB8	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7703	NDUFB8	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2021-01-21 00:44:58	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bef2c930-4b79-4938-8325-94a0f58cdfd9-2021-01-21T004458.566Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	bef2c930-4b79-4938-8325-94a0f58cdfd9	2023-01-16
GENCC_000102-HGNC_7706-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:7706	NDUFC2	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7706	NDUFC2	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2021-01-21 00:40:55	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d819bce-43ed-45a3-a16b-74033d432272-2021-01-21T004055.963Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	3d819bce-43ed-45a3-a16b-74033d432272	2023-01-16
GENCC_000102-HGNC_7707-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:7707	NDUFS1	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7707	NDUFS1	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2019-06-20 16:17:18	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b6995e66-f840-485a-a635-b64cb9f45cd9-2019-06-20T161718.750Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	b6995e66-f840-485a-a635-b64cb9f45cd9	2023-01-16
GENCC_000102-HGNC_7708-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:7708	NDUFS2	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7708	NDUFS2	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2021-04-09 14:31:44	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6df726c1-2897-46f8-aed1-f9939b9acf0c-2021-04-09T143144.546Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	6df726c1-2897-46f8-aed1-f9939b9acf0c	2023-01-16
GENCC_000102-HGNC_7710-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:7710	NDUFS3	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7710	NDUFS3	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2019-06-20 16:25:02	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4ae2af25-4fc1-48c3-a289-fae04977b192-2019-06-20T162502.779Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	4ae2af25-4fc1-48c3-a289-fae04977b192	2023-01-16
GENCC_000102-HGNC_7711-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:7711	NDUFS4	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7711	NDUFS4	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2019-04-08 16:29:53	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1ed6ae7f-8c64-4ca3-a71b-6e97ae21d71d-2019-04-08T162953.550Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	1ed6ae7f-8c64-4ca3-a71b-6e97ae21d71d	2023-01-16
